Id,Category
2997,5
2998,4
2999,8
3000,2
3001,8
3002,1
3003,5
3004,3
3005,4
3006,10
3007,3
3008,4
3009,10
3010,6
3011,3
3012,6
3013,4
3014,3
3015,1
3016,2
3017,3
3018,5
3019,5
3020,6
3021,0
3022,1
3023,6
3024,0
3025,4
3026,8
3027,2
3028,10
3029,3
3030,3
3031,6
3032,9
3033,5
3034,2
3035,4
3036,2
3037,1
3038,10
3039,4
3040,1
3041,1
3042,10
3043,1
3044,2
3045,3
3046,2
3047,2
3048,5
3049,5
3050,2
3051,3
3052,8
3053,10
3054,3
3055,9
3056,8
3057,9
3058,3
3059,10
3060,8
3061,0
3062,7
3063,9
3064,3
3065,9
3066,6
3067,6
3068,10
3069,5
3070,3
3071,2
3072,4
3073,6
3074,10
3075,3
3076,2
3077,3
3078,8
3079,5
3080,2
3081,10
3082,3
3083,1
3084,9
3085,3
3086,1
3087,1
3088,0
3089,3
3090,4
3091,4
3092,9
3093,8
3094,5
3095,6
3096,9
3097,5
3098,3
3099,8
3100,3
3101,9
3102,5
3103,8
3104,8
3105,0
3106,1
3107,4
3108,6
3109,5
3110,2
3111,8
3112,1
3113,5
3114,9
3115,9
3116,7
3117,8
3118,6
3119,5
3120,5
3121,4
3122,2
3123,4
3124,8
3125,3
3126,8
3127,5
3128,2
3129,5
3130,7
3131,2
3132,4
3133,4
3134,5
3135,1
3136,5
3137,5
3138,1
3139,6
3140,5
3141,6
3142,9
3143,9
3144,10
3145,8
3146,1
3147,6
3148,4
3149,4
3150,5
3151,2
3152,5
3153,0
3154,9
3155,9
3156,4
3157,3
3158,6
3159,9
3160,6
3161,1
3162,8
3163,5
3164,1
3165,3
3166,9
3167,9
3168,2
3169,0
3170,8
3171,9
3172,0
3173,7
3174,8
3175,7
3176,10
3177,5
3178,6
3179,3
3180,8
3181,7
3182,9
3183,8
3184,1
3185,8
3186,9
3187,6
3188,1
3189,3
3190,6
3191,3
3192,3
3193,6
3194,1
3195,8
3196,10
3197,8
3198,2
3199,3
3200,5
3201,3
3202,3
3203,4
3204,7
3205,10
3206,2
3207,6
3208,3
3209,5
3210,6
3211,3
3212,9
3213,3
3214,3
3215,9
3216,3
3217,2
3218,8
3219,2
3220,9
3221,9
3222,8
3223,8
3224,1
3225,3
3226,9
3227,5
3228,6
3229,6
3230,1
3231,2
3232,6
3233,5
3234,6
3235,8
3236,8
3237,7
3238,2
3239,5
3240,4
3241,10
3242,0
3243,8
3244,3
3245,3
3246,10
3247,6
3248,9
3249,3
3250,10
3251,4
3252,8
3253,10
3254,8
3255,6
3256,0
3257,8
3258,5
3259,8
3260,9
3261,5
3262,3
3263,4
3264,7
3265,3
3266,9
3267,8
3268,8
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,8
3276,2
3277,0
3278,3
3279,9
3280,6
3281,10
3282,1
3283,2
3284,9
3285,1
3286,7
3287,3
3288,4
3289,1
3290,7
3291,9
3292,8
3293,8
3294,6
3295,6
3296,8
3297,3
3298,4
3299,7
3300,0
3301,4
3302,2
3303,0
3304,10
3305,5
3306,3
3307,8
3308,8
3309,2
3310,1
3311,2
3312,9
3313,1
3314,8
3315,1
3316,6
3317,9
3318,3
3319,3
3320,1
3321,4
3322,8
3323,3
3324,8
3325,2
3326,1
3327,8
3328,10
3329,3
3330,3
3331,2
3332,3
3333,8
3334,4
3335,2
3336,9
3337,10
3338,1
3339,10
3340,1
3341,10
3342,2
3343,8
3344,8
3345,4
3346,9
